some stuff to test header action
0.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.01111,0.99633,1.01365,1.00982,0.89624,1.09668,0.95996,0.76321,0.82130,0.99519,1.00863,1.00906,1.00673,0.00001,0.00000,0.00000,0.00000,-0.0000,-0.0000,-0.0000,0.00003,0.00000,0.00002,0.00001,0.00000
0.02345,0.99055,1.02836,1.02027,0.78033,1.20472,0.91639,0.50508,0.62153,0.98985,1.01558,1.01708,1.01418,0.00001,0.00000,0.00000,0.00000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.00002,0.00001,0.00000
0.03456,0.98379,1.04116,1.02926,0.67564,1.30227,0.87837,0.27768,0.44112,0.98506,1.01948,1.02244,1.02084,0.00001,0.00000,0.00000,0.00000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.04567,0.97557,1.05353,1.03788,0.57077,1.39989,0.84159,0.05530,0.26072,0.98029,1.02120,1.02604,1.02748,0.00001,0.00000,0.00000,0.00000,0.00000,-0.0000,-0.0000,0.00000,-0.0000,0.00001,0.00001,0.00000
0.05679,0.96589,1.06545,1.04614,0.46592,1.49737,0.80597,-0.1617,0.08101,0.97552,1.02080,1.02788,1.03408,0.00001,0.00000,0.00000,-0.0000,0.00000,0.00000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.06679,0.95593,1.07577,1.05326,0.37171,1.58480,0.77441,-0.3521,-0.0799,0.97125,1.01865,1.02803,1.03999,0.00001,0.00000,0.00000,-0.0000,0.00000,-0.0000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.07679,0.94480,1.08570,1.06011,0.27778,1.67180,0.74354,-0.5378,-0.2392,0.96700,1.01487,1.02679,1.04588,0.00001,0.00000,0.00000,-0.0000,0.00000,0.00000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.08679,0.93252,1.09522,1.06668,0.18426,1.75823,0.71338,-0.7184,-0.3965,0.96276,1.00950,1.02415,1.05174,0.00001,0.00000,0.00000,-0.0000,0.00000,0.00001,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.09679,0.91910,1.10432,1.07298,0.09126,1.84394,0.68376,-0.8939,-0.5515,0.95854,1.00257,1.02016,1.05758,0.00001,0.00000,0.00000,-0.0000,0.00000,0.00001,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.10679,0.90454,1.11299,1.07902,-0.0010,1.92881,0.65458,-1.0640,-0.7036,0.95434,0.99414,1.01482,1.06339,0.00001,0.00000,0.00000,-0.0000,0.00000,-0.0000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.11679,0.88887,1.12122,1.08479,-0.0926,2.01269,0.62590,-1.2285,-0.8525,0.95015,0.98426,1.00817,1.06917,0.00001,0.00000,0.00000,-0.0000,0.00000,-0.0000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.12679,0.87210,1.12900,1.09031,-0.1833,2.09547,0.59780,-1.3874,-0.9978,0.94598,0.97296,1.00023,1.07493,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00001,0.00001,0.00000
0.13579,0.85608,1.13560,1.09507,-0.2641,2.16893,0.57319,-1.5254,-1.1252,0.94225,0.96163,0.99202,1.08010,0.00000,0.00000,0.00000,-0.0000,0.00000,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.14479,0.83919,1.14182,1.09962,-0.3440,2.24131,0.54893,-1.6586,-1.2492,0.93854,0.94923,0.98281,1.08524,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.15379,0.82146,1.14766,1.10398,-0.4229,2.31253,0.52523,-1.7869,-1.3698,0.93484,0.93581,0.97265,1.09036,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00001,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.16279,0.80290,1.15310,1.10815,-0.5008,2.38251,0.50186,-1.9102,-1.4867,0.93115,0.92141,0.96156,1.09546,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.17179,0.78353,1.15815,1.11213,-0.5775,2.45119,0.47901,-2.0285,-1.5997,0.92749,0.90606,0.94957,1.10054,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.18079,0.76336,1.16280,1.11593,-0.6531,2.51847,0.45646,-2.1417,-1.7089,0.92384,0.88979,0.93671,1.10560,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.18979,0.74241,1.16704,1.11955,-0.7274,2.58431,0.43456,-2.2498,-1.8141,0.92021,0.87267,0.92302,1.11064,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.19879,0.72070,1.17087,1.12299,-0.8004,2.64863,0.41299,-2.3527,-1.9153,0.91660,0.85471,0.90851,1.11567,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.20779,0.69826,1.17430,1.12626,-0.8721,2.71137,0.39188,-2.4503,-2.0123,0.91300,0.83597,0.89323,1.12067,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.21679,0.67509,1.17731,1.12936,-0.9423,2.77247,0.37098,-2.5428,-2.1052,0.90943,0.81648,0.87720,1.12565,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.22579,0.65123,1.17990,1.13229,-1.0110,2.83188,0.35051,-2.6300,-2.1938,0.90587,0.79629,0.86046,1.13061,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.23479,0.62669,1.18208,1.13506,-1.0782,2.88954,0.33059,-2.7119,-2.2782,0.90233,0.77543,0.84305,1.13556,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.24379,0.60150,1.18385,1.13767,-1.1438,2.94542,0.31091,-2.7885,-2.3584,0.89881,0.75395,0.82499,1.14048,0.00000,0.00000,0.00000,-0.0000,0.00001,0.00000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
0.25279,0.57567,1.18519,1.14011,-1.2077,2.99945,0.29152,-2.8599,-2.4342,0.89531,0.73190,0.80633,1.14539,0.00000,0.00000,0.00000,-0.0000,0.00001,-0.0000,-0.0000,-0.0000,-0.0000,0.00000,0.00000,0.00000
