t,x
8.3948,8.9545e-08
8.402,-1.5297e-07
8.4092,1.0347e-07
8.4164,2.9607e-07
8.4237,4.0977e-08
8.4309,-7.0001e-08
8.4381,4.7349e-08
8.4453,1.3548e-07
8.4541,-9.9487e-08
8.4628,-1.8164e-07
8.4716,4.8781e-08
8.4803,1.9379e-07
8.4903,-4.1254e-07
8.5002,-5.9611e-07
8.5101,1.6868e-07
8.52,6.0629e-07
8.5291,-5.9471e-07
8.5381,-1.0002e-06
8.5471,2.6642e-07
8.5561,1.0455e-06
8.5634,1.0916e-07
8.5708,-2.9248e-07
8.5781,1.7096e-07
8.5854,5.1358e-07
8.5922,1.368e-07
8.599,-3.7588e-08
8.6058,7.8438e-08
8.6126,1.7393e-07
8.6205,-2.8351e-08
8.6284,-1.0778e-07
8.6363,3.6222e-08
8.6442,1.3458e-07
8.6538,-2.2243e-07
8.6634,-3.3469e-07
8.673,9.1756e-08
8.6826,3.4201e-07
8.6924,-6.4853e-07
8.7022,-9.5373e-07
8.7119,2.6567e-07
8.7217,9.7167e-07
8.7298,-2.4447e-07
8.7379,-7.1122e-07
8.746,2.2136e-07
8.754,8.4741e-07
8.7608,2.2816e-07
8.7676,-5.8908e-08
8.7744,1.2941e-07
8.7812,2.8487e-07
8.7883,4.4113e-08
8.7955,-6.1381e-08
8.8027,4.5126e-08
8.8098,1.258e-07
8.8187,-1.0089e-07
8.8275,-1.7934e-07
8.8364,4.7953e-08
8.8452,1.9003e-07
8.8553,-4.4682e-07
8.8653,-6.3669e-07
8.8754,1.8286e-07
8.8854,6.4698e-07
8.8926,8.9545e-08
8.8998,-1.5297e-07
8.9071,1.0347e-07
8.9143,2.9607e-07
8.9215,4.0977e-08
8.9287,-7.0001e-08
8.9359,4.7349e-08
8.9431,1.3548e-07
8.9519,-9.9487e-08
8.9607,-1.8164e-07
8.9694,4.8782e-08
8.9782,1.9379e-07
8.9881,-4.1254e-07
8.998,-5.9611e-07
9.0079,1.6868e-07
9.0179,6.0629e-07
9.0269,-5.9471e-07
9.0359,-1.0002e-06
9.0449,2.6642e-07
9.054,1.0455e-06
9.0613,1.0915e-07
9.0686,-2.9248e-07
9.0759,1.7096e-07
9.0832,5.1358e-07
9.09,1.368e-07
9.0968,-3.7589e-08
9.1036,7.8438e-08
9.1104,1.7393e-07
9.1183,-2.8351e-08
9.1262,-1.0778e-07
9.1342,3.6222e-08
9.1421,1.3458e-07
9.1517,-2.2243e-07
9.1613,-3.3469e-07
9.1709,9.1756e-08
9.1805,3.4201e-07
9.1902,-6.4853e-07
9.2,-9.5373e-07
9.2098,2.6567e-07
9.2196,9.7167e-07
9.2276,-2.4447e-07
9.2357,-7.1122e-07
9.2438,2.2136e-07
9.2519,8.4741e-07
9.2587,2.2816e-07
9.2654,-5.8908e-08
9.2722,1.2941e-07
9.279,2.8487e-07
9.2862,4.4112e-08
9.2933,-6.1381e-08
9.3005,4.5126e-08
9.3077,1.258e-07
9.3165,-1.0089e-07
9.3254,-1.7934e-07
9.3342,4.7953e-08
9.343,1.9003e-07
9.3531,-4.4682e-07
9.3631,-6.3669e-07
9.3732,1.8286e-07
9.3832,6.4698e-07
9.3905,8.9545e-08
9.3977,-1.5297e-07
9.4049,1.0347e-07
9.4121,2.9607e-07
9.4193,4.0977e-08
9.4265,-7.0001e-08
9.4338,4.7349e-08
9.441,1.3548e-07
9.4497,-9.9487e-08
9.4585,-1.8164e-07
9.4673,4.8782e-08
9.476,1.9379e-07
9.4859,-4.1254e-07
9.4959,-5.9611e-07
9.5058,1.6868e-07
9.5157,6.0629e-07
9.5247,-5.9471e-07
9.5337,-1.0002e-06
9.5428,2.6642e-07
9.5518,1.0455e-06
9.5591,1.0915e-07
9.5664,-2.9248e-07
9.5737,1.7096e-07
9.581,5.1358e-07
9.5878,1.368e-07
9.5946,-3.7589e-08
9.6014,7.8438e-08
9.6082,1.7393e-07
9.6161,-2.8351e-08
9.6241,-1.0778e-07
9.632,3.6222e-08
9.6399,1.3458e-07
9.6495,-2.2243e-07
9.6591,-3.3469e-07
9.6687,9.1756e-08
9.6783,3.4201e-07
9.6881,-6.4853e-07
9.6978,-9.5372e-07
9.7076,2.6567e-07
9.7174,9.7167e-07
9.7255,-2.4447e-07
9.7335,-7.1122e-07
9.7416,2.2136e-07
9.7497,8.4741e-07
9.7565,2.2816e-07
9.7633,-5.8908e-08
9.7701,1.2941e-07
9.7768,2.8487e-07
9.784,4.4112e-08
9.7912,-6.1382e-08
9.7983,4.5126e-08
9.8055,1.258e-07
9.8143,-1.0089e-07
9.8232,-1.7934e-07
9.832,4.7953e-08
9.8409,1.9003e-07
9.8509,-4.4682e-07
9.861,-6.3669e-07
9.871,1.8286e-07
9.8811,6.4698e-07
9.8883,8.9545e-08
9.8955,-1.5297e-07
9.9027,1.0347e-07
9.9099,2.9607e-07
9.9172,4.0977e-08
9.9244,-7.0001e-08
9.9316,4.7349e-08
9.9388,1.3548e-07
9.9476,-9.9487e-08
9.9563,-1.8164e-07
9.9651,4.8782e-08
9.9738,1.9379e-07
9.9804,6.3822e-08
9.9869,1.4023e-09
9.9935,2.9855e-08
10,5.5481e-08
