t,xd,yd,zd,ud,vd,wd,pd,qd,rd,phid,thetad,psid,x,y,z,u,v,w,p,q,r,phi,theta,psi,del_lat,del_lon,del_yaw,del_thrust
0.12679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87210,1.12900,1.09031,-0.1833,2.09547,0.59780,-1.3874,-0.9978,0.94598,0.97296,1.00023,1.07493,0.00002,0.03327,0.00179,0.05864
0.13579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85608,1.13560,1.09507,-0.2641,2.16893,0.57319,-1.5254,-1.1252,0.94225,0.96163,0.99202,1.08010,0.00002,0.02707,0.00183,0.05864
0.14479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83919,1.14182,1.09962,-0.3440,2.24131,0.54893,-1.6586,-1.2492,0.93854,0.94923,0.98281,1.08524,0.00002,0.02185,0.00190,0.05783
0.15379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82146,1.14766,1.10398,-0.4229,2.31253,0.52523,-1.7869,-1.3698,0.93484,0.93581,0.97265,1.09036,0.00001,0.01774,0.00193,0.05587
0.16279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80290,1.15310,1.10815,-0.5008,2.38251,0.50186,-1.9102,-1.4867,0.93115,0.92141,0.96156,1.09546,0.00001,0.01429,0.00204,0.05549
0.17179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78353,1.15815,1.11213,-0.5775,2.45119,0.47901,-2.0285,-1.5997,0.92749,0.90606,0.94957,1.10054,0.00001,0.01210,0.00212,0.05510
0.18079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76336,1.16280,1.11593,-0.6531,2.51847,0.45646,-2.1417,-1.7089,0.92384,0.88979,0.93671,1.10560,0.00001,0.00974,0.00221,0.05510
0.18979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74241,1.16704,1.11955,-0.7274,2.58431,0.43456,-2.2498,-1.8141,0.92021,0.87267,0.92302,1.11064,0.00001,0.00800,0.00235,0.05434
0.19879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72070,1.17087,1.12299,-0.8004,2.64863,0.41299,-2.3527,-1.9153,0.91660,0.85471,0.90851,1.11567,0.00001,0.00667,0.00247,0.05323
0.20779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69826,1.17430,1.12626,-0.8721,2.71137,0.39188,-2.4503,-2.0123,0.91300,0.83597,0.89323,1.12067,0.00001,0.00552,0.00260,0.05323
0.21679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67509,1.17731,1.12936,-0.9423,2.77247,0.37098,-2.5428,-2.1052,0.90943,0.81648,0.87720,1.12565,0.00001,0.00457,0.00274,0.05213
0.22579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65123,1.17990,1.13229,-1.0110,2.83188,0.35051,-2.6300,-2.1938,0.90587,0.79629,0.86046,1.13061,0.00001,0.00392,0.00290,0.05105
0.23479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62669,1.18208,1.13506,-1.0782,2.88954,0.33059,-2.7119,-2.2782,0.90233,0.77543,0.84305,1.13556,0.00001,0.00322,0.00306,0.05141
0.24379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60150,1.18385,1.13767,-1.1438,2.94542,0.31091,-2.7885,-2.3584,0.89881,0.75395,0.82499,1.14048,0.00001,0.00284,0.00319,0.05070
0.25279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57567,1.18519,1.14011,-1.2077,2.99945,0.29152,-2.8599,-2.4342,0.89531,0.73190,0.80633,1.14539,0.00001,0.00238,0.00339,0.05035
0.26179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54924,1.18612,1.14241,-1.2700,3.05161,0.27243,-2.9260,-2.5058,0.89183,0.70930,0.78708,1.15027,0.00001,0.00209,0.00354,0.05035
0.27079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52222,1.18664,1.14455,-1.3305,3.10184,0.25373,-2.9869,-2.5730,0.88836,0.68620,0.76729,1.15514,0.00001,0.00178,0.00370,0.04931
0.27979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49463,1.18674,1.14653,-1.3892,3.15013,0.23544,-3.0425,-2.6360,0.88492,0.66264,0.74699,1.15999,0.00000,0.00156,0.00389,0.04931
0.28879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46651,1.18643,1.14838,-1.4462,3.19643,0.21748,-3.0930,-2.6946,0.88149,0.63867,0.72622,1.16482,0.00001,0.00136,0.00400,0.04897
0.29779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43787,1.18571,1.15007,-1.5013,3.24072,0.19970,-3.1383,-2.7490,0.87808,0.61432,0.70500,1.16963,0.00001,0.00122,0.00418,0.04829
0.30679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40874,1.18459,1.15163,-1.5546,3.28297,0.18240,-3.1784,-2.7991,0.87469,0.58964,0.68337,1.17442,0.00001,0.00111,0.00437,0.04696
0.31579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37915,1.18306,1.15305,-1.6059,3.32316,0.16552,-3.2135,-2.8450,0.87132,0.56465,0.66137,1.17920,0.00001,0.00098,0.00447,0.04663
0.32479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34911,1.18113,1.15433,-1.6553,3.36128,0.14898,-3.2436,-2.8866,0.86796,0.53942,0.63902,1.18395,0.00001,0.00089,0.00460,0.04599
0.33379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31866,1.17881,1.15548,-1.7028,3.39730,0.13288,-3.2688,-2.9241,0.86462,0.51396,0.61636,1.18869,0.00001,0.00082,0.00470,0.04535
0.34279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28781,1.17610,1.15649,-1.7483,3.43122,0.11724,-3.2891,-2.9574,0.86130,0.48832,0.59343,1.19341,0.00001,0.00073,0.00481,0.04441
0.35179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25659,1.17301,1.15739,-1.7919,3.46303,0.10206,-3.3045,-2.9867,0.85800,0.46254,0.57024,1.19811,0.00001,0.00067,0.00488,0.04379
0.36179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22151,1.16913,1.15824,-1.8379,3.49589,0.08575,-3.3162,-3.0144,0.85434,0.43378,0.54424,1.20331,0.00001,0.00061,0.00499,0.04258
0.37179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18604,1.16480,1.15895,-1.8815,3.52614,0.06999,-3.3221,-3.0372,0.85071,0.40494,0.51801,1.20849,0.00001,0.00057,0.00510,0.04140
0.38179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15021,1.16001,1.15952,-1.9226,3.55376,0.05490,-3.3223,-3.0551,0.84709,0.37607,0.49161,1.21365,0.00001,0.00052,0.00517,0.03997
0.39179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11406,1.15479,1.15996,-1.9612,3.57877,0.04033,-3.3171,-3.0683,0.84349,0.34721,0.46506,1.21879,0.00001,0.00049,0.00517,0.03941
0.40179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07761,1.14913,1.16026,-1.9972,3.60117,0.02636,-3.3065,-3.0767,0.83991,0.31843,0.43842,1.22390,0.00001,0.00046,0.00521,0.03725
0.41179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04091,1.14306,1.16045,-2.0308,3.62097,0.01310,-3.2907,-3.0805,0.83634,0.28975,0.41173,1.22900,0.00001,0.00044,0.00521,0.03596
0.42179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00399,1.13659,1.16051,-2.0619,3.63820,0.00042,-3.2698,-3.0798,0.83279,0.26124,0.38502,1.23407,0.00001,0.00041,0.00517,0.03471
0.43179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03312,1.129723,1.160472,-2.09051,3.652876,-0.01149,-3.24400,-3.07472,0.829262,0.232927,0.358339,1.239124,0.00001,0.00040,0.00525,0.03327
0.44179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.07039,1.122472,1.160323,-2.11661,3.665014,-0.02284,-3.21335,-3.06526,0.825742,0.204855,0.331714,1.244152,0.00001,0.00038,0.00513,0.03188
0.45290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.11196,1.113985,1.160041,-2.14272,3.675583,-0.03467,-3.17391,-3.04985,0.821848,0.173997,0.302247,1.249715,0.00001,0.00036,0.00513,0.03012
0.46401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.15364,1.105062,1.159645,-2.16581,3.683105,-0.04585,-3.12897,-3.02939,0.817973,0.143543,0.272950,1.255251,0.00001,0.00036,0.00502,0.02846
0.47512,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.19540,1.095721,1.159140,-2.18589,3.687628,-0.05607,-3.07875,-3.00402,0.814114,0.113546,0.243872,1.260761,0.00001,0.00035,0.00499,0.02688
0.48623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.23720,1.085981,1.158537,-2.20300,3.689207,-0.06558,-3.02349,-2.97393,0.810272,0.084056,0.215058,1.266245,0.00001,0.00034,0.00491,0.02539
0.49858,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.28363,1.074718,1.157759,-2.21861,3.687599,-0.07529,-2.95650,-2.93518,0.806023,0.051937,0.183405,1.272308,0.00001,0.00033,0.00484,0.02347
0.51092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.33001,1.063016,1.156879,-2.23064,3.682515,-0.08406,-2.88391,-2.89102,0.801792,0.020564,0.152193,1.278340,0.00001,0.00033,0.00470,0.02201
0.52327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.37627,1.050902,1.155905,-2.23918,3.674047,-0.09197,-2.80604,-2.84170,0.797580,-0.01000,0.121479,1.284339,0.00001,0.00033,0.00463,0.02034
0.53561,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.42238,1.038406,1.154848,-2.24429,3.662295,-0.09905,-2.72325,-2.78746,0.793387,-0.03971,0.091316,1.290307,0.00001,0.00033,0.00450,0.01866
0.54933,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.47338,1.024111,1.153585,-2.24606,3.645535,-0.10611,-2.62592,-2.72176,0.788750,-0.07166,0.058508,1.296902,0.00001,0.00035,0.00440,0.01687
0.56305,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.52405,1.009421,1.152241,-2.24379,3.624999,-0.11227,-2.52339,-2.65064,0.784134,-0.10242,0.026509,1.303458,0.00001,0.00036,0.00421,0.01547
0.57677,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.57436,0.994375,1.150825,-2.23761,3.600847,-0.11766,-2.41615,-2.57444,0.779541,-0.13193,-0.00461,1.309975,0.00001,0.00038,0.00409,0.01429
0.59201,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.62975,0.977294,1.149179,-2.22633,3.569992,-0.12276,-2.29206,-2.48431,0.774460,-0.16320,-0.03811,1.317172,0.00002,0.00040,0.00389,0.01273
0.60725,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.68453,0.959882,1.147467,-2.21055,3.535107,-0.12712,-2.16337,-2.38884,0.769406,-0.19280,-0.07038,1.324322,0.00002,0.00043,0.00372,0.01159
0.62418,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.74462,0.940217,1.145502,-2.18800,3.491939,-0.13110,-2.01580,-2.27713,0.763821,-0.22367,-0.10473,1.332212,0.00002,0.00047,0.00354,0.01024
0.64112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.80379,0.920287,1.143481,-2.16039,3.444432,-0.13436,-1.86421,-2.16011,0.758266,-0.25234,-0.13740,1.340045,0.00002,0.00052,0.00331,0.00925
0.65994,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.86838,0.897925,1.141183,-2.12418,3.387007,-0.13726,-1.69214,-2.02471,0.752127,-0.28157,-0.17167,1.348681,0.00003,0.00060,0.00303,0.00818
0.67875,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.93165,0.875430,1.138841,-2.08247,3.325136,-0.13946,-1.51733,-1.88448,0.746027,-0.30797,-0.20369,1.357247,0.00004,0.00071,0.00284,0.00744
0.69757,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.99352,0.852900,1.136466,-2.03569,3.259313,-0.14113,-1.34089,-1.74033,0.739962,-0.33150,-0.23339,1.365744,0.00005,0.00082,0.00262,0.00677
0.71848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.06053,0.827941,1.133799,-1.97831,3.182165,-0.14252,-1.14428,-1.57664,0.733267,-0.35427,-0.26361,1.375103,0.00007,0.00103,0.00233,0.00634
0.73938,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.12564,0.803178,1.131108,-1.91577,3.101420,-0.14359,-0.94843,-1.41035,0.726619,-0.37347,-0.29085,1.384378,0.00010,0.00128,0.00214,0.00598
0.76261,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.19568,0.776036,1.128097,-1.84098,3.008325,-0.14450,-0.73335,-1.22394,0.719287,-0.39068,-0.31759,1.394585,0.00016,0.00165,0.00191,0.00577
0.78584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.26323,0.749433,1.125068,-1.76137,2.912523,-0.14532,-0.52262,-1.03722,0.712017,-0.40358,-0.34056,1.404689,0.00027,0.00220,0.00173,0.00585
0.80675,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.32184,0.726069,1.122327,-1.68625,2.824712,-0.14612,-0.33805,-0.87006,0.705526,-0.41157,-0.35801,1.413694,0.00044,0.00280,0.00160,0.00598
0.82557,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.37281,0.705591,1.119846,-1.61634,2.744947,-0.14698,-0.17701,-0.72121,0.699729,-0.41592,-0.37112,1.421728,0.00069,0.00362,0.00149,0.00634
0.84250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.41723,0.687659,1.117599,-1.55194,2.672950,-0.14802,-0.03681,-0.58910,0.694548,-0.41760,-0.38084,1.428902,0.00106,0.00453,0.00143,0.00682
0.85944,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.46031,0.670238,1.115334,-1.48646,2.601085,-0.14934,0.098424,-0.45921,0.689404,-0.41725,-0.38864,1.436023,0.00159,0.00568,0.00138,0.00744
0.87637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.50204,0.653363,1.113046,-1.42019,2.529650,-0.15108,0.228297,-0.33196,0.684296,-0.41495,-0.39454,1.443091,0.00245,0.00697,0.00135,0.00836
0.89162,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.53847,0.638671,1.110962,-1.36012,2.465968,-0.15310,0.340285,-0.22002,0.679731,-0.41126,-0.39826,1.449407,0.00359,0.00861,0.00133,0.00925
0.90686,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.57384,0.624467,1.108847,-1.29985,2.403070,-0.15564,0.447432,-0.11078,0.675196,-0.40611,-0.40051,1.455681,0.00536,0.01070,0.00132,0.01039
0.92210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.60817,0.610768,1.106693,-1.23959,2.341146,-0.15881,0.549574,-0.00447,0.670691,-0.39957,-0.40134,1.461913,0.00761,0.01320,0.00133,0.01193
0.93734,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.64150,0.597587,1.104491,-1.17954,2.280377,-0.16273,0.646636,0.098729,0.666218,-0.39171,-0.40078,1.468103,0.01118,0.01627,0.00135,0.01339
0.95258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.67384,0.584936,1.102230,-1.11987,2.220936,-0.16757,0.738576,0.198665,0.661776,-0.38258,-0.39887,1.474253,0.01570,0.02005,0.00137,0.01558
0.96782,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.70522,0.572823,1.099896,-1.06078,2.162983,-0.17347,0.825379,0.295196,0.657365,-0.37227,-0.39565,1.480361,0.02154,0.02450,0.00140,0.01774
0.98476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.73901,0.559997,1.097200,-0.99600,2.100511,-0.18139,0.915988,0.398334,0.652502,-0.35949,-0.39062,1.487101,0.03077,0.03077,0.00144,0.02093
1.00169,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.77170,0.547846,1.094371,-0.93237,2.040260,-0.19098,1.000685,0.497050,0.647676,-0.34541,-0.38409,1.493790,0.04288,0.03805,0.00147,0.02415
1.02051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.80680,0.535130,1.091041,-0.86327,1.976124,-0.20391,1.088285,0.601469,0.642360,-0.32834,-0.37517,1.501166,0.06028,0.04863,0.00156,0.02887
1.03745,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.83733,0.524395,1.087838,-0.80278,1.921144,-0.21818,1.161701,0.690834,0.637618,-0.31177,-0.36570,1.507752,0.07864,0.06028,0.00160,0.03327
1.05626,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.87015,0.513235,1.084005,-0.73766,1.863269,-0.23698,1.237680,0.785122,0.632392,-0.29210,-0.35368,1.515013,0.10402,0.07450,0.00168,0.03832
1.07150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.89592,0.504787,1.080647,-0.68674,1.819045,-0.25479,1.295619,0.857491,0.628196,-0.27525,-0.34281,1.520850,0.12879,0.08756,0.00171,0.04379
1.08844,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.92378,0.495993,1.076613,-0.63220,1.772781,-0.27722,1.356451,0.933867,0.623570,-0.25562,-0.32963,1.527291,0.15746,0.10470,0.00182,0.04965
1.10726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.95383,0.486930,1.071703,-0.57433,1.725075,-0.30620,1.420378,1.014039,0.618474,-0.23275,-0.31369,1.534392,0.19452,0.12554,0.00186,0.05665
1.12250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.97751,0.480124,1.067343,-0.52973,1.689447,-0.33284,1.469150,1.075442,0.614378,-0.21344,-0.29981,1.540101,0.22482,0.14706,0.00191,0.06196
1.13943,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.00322,0.473086,1.062054,-0.48266,1.653083,-0.36484,1.521208,1.140192,0.609866,-0.19120,-0.28345,1.546400,0.26683,0.16844,0.00197,0.06913
1.15825,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.03110,0.465878,1.055576,-0.43361,1.616785,-0.40520,1.575405,1.207599,0.604893,-0.16557,-0.26418,1.553346,0.30414,0.19567,0.00198,0.07603
1.17518,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.05563,0.459910,1.049138,-0.39254,1.587966,-0.44427,1.621787,1.264467,0.600454,-0.14171,-0.24588,1.559548,0.34257,0.21975,0.00203,0.08188
