t,xd,yd,zd,ud,vd,wd,pd,qd,rd,phid,thetad,psid,x,y,z,u,v,w,p,q,r,phi,theta,psi,del_lat,del_lon,del_yaw,del_thrust
0.17290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78104,1.15866,1.10983,-0.5891,2.45960,0.45070,-2.0427,-1.5902,0.92719,0.90413,0.95134,1.10118,0.00003,0.01368,0.00231,0.05626
0.18190,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76076,1.16324,1.11340,-0.6648,2.52671,0.42825,-2.1552,-1.6998,0.92355,0.88776,0.93856,1.10624,0.00002,0.01134,0.00240,0.05510
0.19090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73971,1.16741,1.11679,-0.7393,2.59237,0.40636,-2.2627,-1.8053,0.91992,0.87052,0.92493,1.11128,0.00002,0.00932,0.00253,0.05434
0.19990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71790,1.17117,1.12001,-0.8124,2.65650,0.38516,-2.3649,-1.9068,0.91632,0.85247,0.91049,1.11630,0.00002,0.00772,0.00268,0.05323
0.20890,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69535,1.17452,1.12305,-0.8842,2.71904,0.36416,-2.4620,-2.0042,0.91273,0.83363,0.89527,1.12130,0.00002,0.00639,0.00280,0.05323
0.21790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67209,1.17746,1.12593,-0.9546,2.77994,0.34368,-2.5538,-2.0975,0.90916,0.81406,0.87931,1.12628,0.00002,0.00528,0.00292,0.05213
0.22690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64813,1.17997,1.12864,-1.0234,2.83914,0.32361,-2.6403,-2.1866,0.90561,0.79378,0.86263,1.13124,0.00002,0.00450,0.00310,0.05105
0.23590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62349,1.18207,1.13119,-1.0908,2.89658,0.30389,-2.7216,-2.2714,0.90208,0.77285,0.84527,1.13619,0.00002,0.00381,0.00326,0.05105
0.24490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59820,1.18375,1.13358,-1.1565,2.95223,0.28457,-2.7976,-2.3520,0.89856,0.75129,0.82727,1.14111,0.00001,0.00324,0.00344,0.05035
0.25390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57228,1.18501,1.13582,-1.2206,3.00604,0.26573,-2.8683,-2.4283,0.89507,0.72917,0.80865,1.14601,0.00001,0.00280,0.00354,0.05035
0.26290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54576,1.18585,1.13790,-1.2830,3.05796,0.24727,-2.9338,-2.5003,0.89159,0.70650,0.78945,1.15090,0.00001,0.00238,0.00375,0.04965
0.27190,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51865,1.18627,1.13984,-1.3437,3.10796,0.22931,-2.9940,-2.5680,0.88814,0.68335,0.76970,1.15576,0.00001,0.00215,0.00392,0.04931
0.28090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49098,1.18628,1.14163,-1.4026,3.15601,0.21144,-3.0490,-2.6314,0.88470,0.65974,0.74944,1.16061,0.00001,0.00183,0.00409,0.04829
0.28990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46277,1.18587,1.14328,-1.4597,3.20207,0.19390,-3.0988,-2.6905,0.88128,0.63572,0.72870,1.16544,0.00001,0.00162,0.00425,0.04729
0.29890,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43405,1.18505,1.14479,-1.5150,3.24611,0.17676,-3.1435,-2.7453,0.87787,0.61133,0.70751,1.17025,0.00001,0.00142,0.00437,0.04729
0.30790,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40483,1.18382,1.14616,-1.5684,3.28811,0.15992,-3.1830,-2.7958,0.87449,0.58660,0.68591,1.17504,0.00001,0.00127,0.00453,0.04663
0.31690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37516,1.18218,1.14740,-1.6200,3.32805,0.14372,-3.2175,-2.8421,0.87112,0.56159,0.66393,1.17981,0.00001,0.00114,0.00467,0.04535
0.32590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34504,1.18014,1.14850,-1.6696,3.36591,0.12780,-3.2470,-2.8842,0.86778,0.53632,0.64160,1.18457,0.00001,0.00103,0.00481,0.04535
0.33490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31451,1.17771,1.14948,-1.7172,3.40168,0.11234,-3.2716,-2.9221,0.86445,0.51084,0.61896,1.18931,0.00001,0.00092,0.00491,0.04410
0.34390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28359,1.17489,1.15034,-1.7629,3.43534,0.09728,-3.2913,-2.9558,0.86113,0.48518,0.59604,1.19402,0.00001,0.00087,0.00502,0.04379
0.35290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25231,1.17167,1.15107,-1.8067,3.46688,0.08254,-3.3061,-2.9855,0.85783,0.45939,0.57287,1.19872,0.00001,0.00079,0.00506,0.04258
0.36290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21715,1.16766,1.15175,-1.8529,3.49946,0.06669,-3.3171,-3.0137,0.85418,0.43061,0.54687,1.20393,0.00002,0.00071,0.00517,0.04198
0.37290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18160,1.16319,1.15229,-1.8967,3.52942,0.05136,-3.3224,-3.0369,0.85055,0.40176,0.52065,1.20911,0.00002,0.00067,0.00521,0.04025
0.38290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14570,1.15826,1.15269,-1.9380,3.55675,0.03662,-3.3221,-3.0553,0.84694,0.37289,0.49425,1.21426,0.00002,0.00062,0.00532,0.03941
0.39290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10948,1.15290,1.15297,-1.9768,3.58147,0.02253,-3.3162,-3.0689,0.84335,0.34404,0.46770,1.21940,0.00002,0.00058,0.00536,0.03778
0.40290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07297,1.14710,1.15312,-2.0130,3.60359,0.00909,-3.3051,-3.0777,0.83977,0.31527,0.44105,1.22451,0.00002,0.00053,0.00540,0.03699
0.41290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03620,1.14088,1.15315,-2.0468,3.62311,-0.0038,-3.2887,-3.0819,0.83621,0.28661,0.41435,1.22961,0.00002,0.00052,0.00532,0.03596
0.42290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00077,1.134252,1.153066,-2.07812,3.640056,-0.01607,-3.26727,-3.08167,0.832669,0.258117,0.387632,1.234682,0.00002,0.00049,0.00536,0.03447
0.43290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03795,1.127226,1.152875,-2.10689,3.654447,-0.02764,-3.24088,-3.07692,0.829138,0.229826,0.360928,1.239731,0.00002,0.00047,0.00532,0.03257
0.44401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.07943,1.118972,1.152544,-2.13597,3.667488,-0.03982,-3.20600,-3.06660,0.825234,0.198683,0.331327,1.245316,0.00002,0.00045,0.00525,0.03144
0.45512,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.12107,1.110261,1.152094,-2.16198,3.677447,-0.05126,-3.16544,-3.05108,0.821346,0.167900,0.301848,1.250875,0.00002,0.00044,0.00525,0.02970
0.46623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.16282,1.101112,1.151534,-2.18497,3.684367,-0.06192,-3.11943,-3.03050,0.817477,0.137533,0.272540,1.256408,0.00002,0.00041,0.00517,0.02806
0.47734,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.20464,1.091544,1.150869,-2.20496,3.688299,-0.07194,-3.06819,-3.00503,0.813625,0.107633,0.243451,1.261915,0.00002,0.00041,0.00513,0.02650
0.48845,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.24649,1.081575,1.150109,-2.22198,3.689298,-0.08117,-3.01195,-2.97483,0.809789,0.078248,0.214628,1.267396,0.00002,0.00040,0.00506,0.02503
0.50080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.29297,1.070058,1.149160,-2.23747,3.687061,-0.09057,-2.94393,-2.93596,0.805547,0.046259,0.182966,1.273456,0.00002,0.00039,0.00495,0.02347
0.51314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.33938,1.058100,1.148110,-2.24940,3.681362,-0.09913,-2.87036,-2.89168,0.801321,0.015025,0.151747,1.279483,0.00002,0.00039,0.00484,0.02185
0.52549,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.38568,1.045729,1.146970,-2.25784,3.672298,-0.10689,-2.79159,-2.84224,0.797115,-0.01539,0.121026,1.285480,0.00002,0.00039,0.00477,0.02034
0.53784,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.43181,1.032976,1.145747,-2.26284,3.659968,-0.11397,-2.70794,-2.78789,0.792929,-0.04494,0.090858,1.291444,0.00002,0.00040,0.00463,0.01893
0.55155,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.48282,1.018395,1.144301,-2.26448,3.642589,-0.12090,-2.60974,-2.72206,0.788299,-0.07670,0.058045,1.298035,0.00003,0.00042,0.00447,0.01749
0.56527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.53350,1.003417,1.142774,-2.26209,3.621458,-0.12696,-2.50642,-2.65082,0.783690,-0.10726,0.026043,1.304587,0.00003,0.00043,0.00434,0.01592
0.57899,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.58380,0.988086,1.141177,-2.25579,3.596737,-0.13229,-2.39846,-2.57451,0.779104,-0.13657,-0.00508,1.311101,0.00003,0.00045,0.00418,0.01450
0.59423,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.63917,0.970687,1.139331,-2.24438,3.565283,-0.13738,-2.27365,-2.48424,0.774033,-0.16760,-0.03857,1.318294,0.00003,0.00047,0.00400,0.01329
0.60947,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.69393,0.952957,1.137419,-2.22846,3.529833,-0.14166,-2.14435,-2.38864,0.768985,-0.19695,-0.07084,1.325441,0.00004,0.00051,0.00383,0.01184
0.62641,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.75398,0.932941,1.135232,-2.20576,3.486078,-0.14560,-1.99620,-2.27680,0.763408,-0.22754,-0.10519,1.333326,0.00004,0.00057,0.00364,0.01078
0.64334,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.81311,0.912661,1.132991,-2.17801,3.438029,-0.14885,-1.84415,-2.15965,0.757861,-0.25592,-0.13786,1.341155,0.00005,0.00062,0.00341,0.00960
0.66216,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.87763,0.889913,1.130447,-2.14164,3.380057,-0.15173,-1.67170,-2.02411,0.751732,-0.28482,-0.17211,1.349786,0.00006,0.00072,0.00322,0.00880
0.68097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.94082,0.867035,1.127860,-2.09977,3.317696,-0.15395,-1.49663,-1.88375,0.745641,-0.31088,-0.20412,1.358348,0.00007,0.00084,0.00295,0.00795
0.69979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.00259,0.844124,1.125240,-2.05284,3.251440,-0.15564,-1.32007,-1.73947,0.739589,-0.33407,-0.23381,1.366840,0.00010,0.00098,0.00274,0.00733
0.72070,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.06949,0.818746,1.122298,-1.99529,3.173881,-0.15711,-1.12347,-1.57564,0.732907,-0.35646,-0.26402,1.376195,0.00013,0.00121,0.00249,0.00687
0.74161,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.13448,0.793571,1.119332,-1.93258,3.092796,-0.15821,-0.92777,-1.40923,0.726272,-0.37528,-0.29124,1.385466,0.00018,0.00150,0.00230,0.00653
0.76484,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.20438,0.765976,1.116015,-1.85762,2.999406,-0.15922,-0.71301,-1.22268,0.718955,-0.39208,-0.31795,1.395668,0.00029,0.00196,0.00206,0.00639
0.78807,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.27177,0.738926,1.112677,-1.77783,2.903394,-0.16017,-0.50276,-1.03581,0.711699,-0.40457,-0.34090,1.405767,0.00047,0.00258,0.00187,0.00653
0.80897,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.33023,0.715167,1.109655,-1.70256,2.815468,-0.16113,-0.31873,-0.86853,0.705222,-0.41221,-0.35832,1.414769,0.00075,0.00329,0.00176,0.00677
0.82779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.38106,0.694338,1.106918,-1.63253,2.735655,-0.16221,-0.15825,-0.71956,0.699438,-0.41625,-0.37140,1.422800,0.00115,0.00418,0.00166,0.00723
0.84473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.42536,0.676095,1.104437,-1.56802,2.663659,-0.16349,-0.01860,-0.58733,0.694269,-0.41766,-0.38110,1.429971,0.00171,0.00525,0.00160,0.00783
0.86166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.46831,0.658366,1.101935,-1.50244,2.591835,-0.16511,0.116075,-0.45733,0.689138,-0.41704,-0.38886,1.437089,0.00260,0.00639,0.00156,0.00848
0.87860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.50992,0.641188,1.099405,-1.43607,2.520482,-0.16715,0.245379,-0.32996,0.684042,-0.41448,-0.39474,1.444154,0.00392,0.00800,0.00152,0.00960
0.89553,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.55021,0.624591,1.096840,-1.36921,2.449884,-0.16979,0.369001,-0.20558,0.678984,-0.41005,-0.39876,1.451167,0.00585,0.01010,0.00152,0.01086
0.91077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.58535,0.610176,1.094492,-1.30885,2.387222,-0.17285,0.475176,-0.09653,0.674465,-0.40452,-0.40082,1.457434,0.00830,0.01237,0.00155,0.01210
0.92601,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.61947,0.596270,1.092098,-1.24852,2.325584,-0.17669,0.576425,0.009621,0.669976,-0.39762,-0.40146,1.463660,0.01193,0.01525,0.00155,0.01378
0.94126,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.65257,0.582888,1.089647,-1.18843,2.265149,-0.18133,0.672754,0.112681,0.665519,-0.38940,-0.40071,1.469844,0.01687,0.01893,0.00158,0.01558
0.95819,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.68821,0.568641,1.086841,-1.12215,2.199607,-0.18775,0.773916,0.223371,0.660604,-0.37881,-0.39831,1.476667,0.02364,0.02314,0.00163,0.01813
0.97513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.72268,0.555063,1.083927,-1.05663,2.135979,-0.19574,0.869084,0.329798,0.655727,-0.36676,-0.39431,1.483440,0.03351,0.02907,0.00169,0.02123
0.99037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.75274,0.543424,1.081191,-0.99851,2.080531,-0.20420,0.949823,0.421854,0.651373,-0.35473,-0.38938,1.489493,0.04441,0.03471,0.00175,0.02450
1.00730,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.78510,0.531132,1.078002,-0.93509,2.021098,-0.21571,1.034279,0.520122,0.646573,-0.34013,-0.38250,1.496171,0.06028,0.04318,0.00180,0.02806
1.02612,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.81986,0.518262,1.074237,-0.86628,1.957958,-0.23073,1.122079,0.624116,0.641286,-0.32249,-0.37321,1.503534,0.08079,0.05549,0.00190,0.03351
1.04494,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.85340,0.506218,1.070193,-0.79950,1.898109,-0.24928,1.204571,0.722702,0.636049,-0.30342,-0.36224,1.510838,0.10818,0.06866,0.00196,0.03859
1.06187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.88261,0.496078,1.066263,-0.74138,1.847255,-0.26887,1.273934,0.806874,0.631378,-0.28510,-0.35101,1.517359,0.13551,0.08243,0.00206,0.04441
1.07711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.90815,0.487505,1.062452,-0.69082,1.804058,-0.28921,1.333420,0.879043,0.627208,-0.26773,-0.33984,1.523187,0.16138,0.09803,0.00215,0.05000
1.09405,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.93576,0.478571,1.057873,-0.63675,1.759015,-0.31472,1.396525,0.955358,0.622612,-0.24749,-0.32634,1.529619,0.19567,0.11621,0.00223,0.05587
1.10929,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.95997,0.471052,1.053400,-0.59012,1.721273,-0.34041,1.450340,1.020688,0.618509,-0.22846,-0.31323,1.535366,0.22996,0.13296,0.00230,0.06153
1.12623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.98621,0.463246,1.047996,-0.54069,1.682528,-0.37266,1.507491,1.089528,0.613987,-0.20647,-0.29766,1.541708,0.26397,0.15649,0.00238,0.06819
1.14316,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.01181,0.455995,1.042079,-0.49392,1.647277,-0.40809,1.562543,1.154524,0.609502,-0.18360,-0.28108,1.548004,0.30414,0.17788,0.00245,0.07654
1.16010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.03684,0.449268,1.035598,-0.44996,1.615636,-0.44665,1.614034,1.215797,0.605055,-0.15990,-0.26355,1.554254,0.34257,0.20032,0.00251,0.08133
1.17891,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.06406,0.442359,1.027686,-0.40454,1.584821,-0.49321,1.668388,1.279557,0.600156,-0.13265,-0.24303,1.561145,0.38318,0.22867,0.00258,0.08993
