t,xd,yd,zd,ud,vd,wd,pd,qd,rd,phid,thetad,psid,x,y,z,u,v,w,p,q,r,phi,theta,psi,del_lat,del_lon,del_yaw,del_thrust
0.10679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.90454,1.11299,1.07860,-0.0013,1.92881,0.64780,-1.0639,-0.6925,0.95438,0.99415,1.01560,1.06339,0.00005,0.05823,0.00182,0.06069
0.11679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88887,1.12121,1.08432,-0.0930,2.01269,0.61919,-1.2285,-0.8414,0.95020,0.98426,1.00904,1.06918,0.00004,0.04567,0.00184,0.05945
0.12679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87209,1.12899,1.08978,-0.1838,2.09548,0.59123,-1.3874,-0.9868,0.94603,0.97297,1.00121,1.07494,0.00003,0.03673,0.00186,0.05823
0.13579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85607,1.13558,1.09448,-0.2646,2.16893,0.56679,-1.5253,-1.1144,0.94230,0.96164,0.99308,1.08010,0.00003,0.02970,0.00190,0.05744
0.14479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83918,1.14180,1.09898,-0.3446,2.24131,0.54264,-1.6585,-1.2386,0.93859,0.94924,0.98396,1.08524,0.00002,0.02398,0.00193,0.05704
0.15379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82145,1.14763,1.10329,-0.4236,2.31253,0.51895,-1.7868,-1.3594,0.93489,0.93582,0.97388,1.09036,0.00002,0.01934,0.00201,0.05626
0.16279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80288,1.15307,1.10741,-0.5016,2.38252,0.49592,-1.9101,-1.4765,0.93121,0.92141,0.96287,1.09546,0.00002,0.01547,0.00210,0.05510
0.17179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78351,1.15811,1.11135,-0.5784,2.45119,0.47352,-2.0284,-1.5899,0.92754,0.90606,0.95096,1.10055,0.00001,0.01273,0.00217,0.05434
0.18079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76333,1.16275,1.11510,-0.6541,2.51848,0.45114,-2.1417,-1.6994,0.92390,0.88980,0.93818,1.10561,0.00001,0.01062,0.00226,0.05360
0.18979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74238,1.16699,1.11868,-0.7286,2.58432,0.42948,-2.2497,-1.8050,0.92027,0.87267,0.92455,1.11065,0.00001,0.00867,0.00240,0.05323
0.19879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72067,1.17081,1.12208,-0.8017,2.64864,0.40819,-2.3526,-1.9065,0.91666,0.85472,0.91012,1.11567,0.00001,0.00712,0.00255,0.05249
0.20779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69822,1.17423,1.12531,-0.8735,2.71138,0.38748,-2.4503,-2.0039,0.91306,0.83598,0.89490,1.12067,0.00001,0.00594,0.00270,0.05213
0.21679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67505,1.17723,1.12838,-0.9439,2.77248,0.36718,-2.5428,-2.0972,0.90949,0.81649,0.87894,1.12566,0.00001,0.00502,0.00280,0.05141
0.22579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65118,1.17981,1.13128,-1.0127,2.83189,0.34723,-2.6300,-2.1862,0.90593,0.79630,0.86226,1.13062,0.00001,0.00418,0.00295,0.05035
0.23479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62664,1.18198,1.13402,-1.0800,2.88955,0.32752,-2.7119,-2.2710,0.90240,0.77544,0.84491,1.13556,0.00001,0.00359,0.00312,0.05035
0.24379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60144,1.18373,1.13660,-1.1458,2.94543,0.30837,-2.7885,-2.3516,0.89888,0.75396,0.82691,1.14049,0.00001,0.00297,0.00329,0.04965
0.25279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57560,1.18506,1.13903,-1.2099,2.99946,0.28945,-2.8599,-2.4278,0.89538,0.73190,0.80829,1.14539,0.00001,0.00258,0.00346,0.04965
0.26179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54916,1.18597,1.14131,-1.2723,3.05162,0.27080,-2.9260,-2.4998,0.89190,0.70930,0.78909,1.15028,0.00001,0.00223,0.00359,0.04931
0.27079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52213,1.18647,1.14344,-1.3329,3.10185,0.25263,-2.9869,-2.5675,0.88844,0.68621,0.76935,1.15515,0.00001,0.00190,0.00372,0.04829
0.27979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49454,1.18655,1.14542,-1.3919,3.15014,0.23474,-3.0425,-2.6308,0.88499,0.66265,0.74909,1.16000,0.00001,0.00171,0.00395,0.04829
0.28879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46641,1.18622,1.14726,-1.4490,3.19644,0.21720,-3.0929,-2.6899,0.88157,0.63868,0.72836,1.16483,0.00001,0.00149,0.00406,0.04696
0.29779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43776,1.18548,1.14895,-1.5043,3.24073,0.20005,-3.1382,-2.7447,0.87816,0.61433,0.70717,1.16964,0.00001,0.00133,0.00428,0.04631
0.30679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40862,1.18433,1.15051,-1.5577,3.28298,0.18319,-3.1784,-2.7952,0.87477,0.58965,0.68558,1.17443,0.00001,0.00118,0.00437,0.04599
0.31579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37902,1.18278,1.15194,-1.6092,3.32318,0.16681,-3.2135,-2.8415,0.87140,0.56466,0.66360,1.17921,0.00001,0.00105,0.00457,0.04503
0.32479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34897,1.18083,1.15323,-1.6588,3.36130,0.15073,-3.2436,-2.8835,0.86805,0.53942,0.64128,1.18396,0.00001,0.00095,0.00463,0.04503
0.33379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31851,1.17848,1.15439,-1.7065,3.39732,0.13509,-3.2688,-2.9214,0.86471,0.51397,0.61865,1.18870,0.00001,0.00087,0.00474,0.04410
0.34279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28765,1.17574,1.15543,-1.7522,3.43124,0.11991,-3.2891,-2.9551,0.86139,0.48833,0.59573,1.19342,0.00001,0.00079,0.00488,0.04348
0.35179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25642,1.17262,1.15635,-1.7959,3.46305,0.10507,-3.3045,-2.9847,0.85809,0.46255,0.57257,1.19812,0.00001,0.00071,0.00495,0.04169
0.36179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22132,1.16871,1.15723,-1.8421,3.49591,0.08915,-3.3162,-3.0129,0.85443,0.43379,0.54657,1.20333,0.00001,0.00066,0.00510,0.04111
0.37179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18584,1.16433,1.15797,-1.8859,3.52616,0.07382,-3.3221,-3.0361,0.85080,0.40495,0.52036,1.20851,0.00001,0.00061,0.00510,0.04054
0.38179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14999,1.15951,1.15858,-1.9272,3.55378,0.05900,-3.3223,-3.0545,0.84718,0.37608,0.49396,1.21367,0.00001,0.00056,0.00521,0.03886
0.39179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11383,1.15425,1.15905,-1.9660,3.57879,0.04480,-3.3171,-3.0680,0.84358,0.34722,0.46742,1.21880,0.00001,0.00052,0.00525,0.03752
0.40179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07737,1.14855,1.15940,-2.0023,3.60119,0.03118,-3.3065,-3.0768,0.84000,0.31844,0.44078,1.22392,0.00001,0.00049,0.00525,0.03673
0.41179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04065,1.14244,1.15963,-2.0360,3.62100,0.01805,-3.2907,-3.0810,0.83644,0.28976,0.41409,1.22901,0.00001,0.00047,0.00532,0.03546
0.42179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00371,1.13592,1.15974,-2.0673,3.63822,0.00567,-3.2698,-3.0807,0.83289,0.26125,0.38737,1.23409,0.00001,0.00044,0.00528,0.03374
0.43179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.03341,1.129005,1.159749,-2.09613,3.652900,-0.00611,-3.24400,-3.07598,0.829361,0.232937,0.360682,1.239141,0.00001,0.00042,0.00521,0.03280
0.44179,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.07070,1.121704,1.159649,-2.12243,3.665039,-0.01727,-3.21336,-3.06688,0.825842,0.204864,0.334045,1.244170,0.00001,0.00040,0.00521,0.03099
0.45290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.11229,1.113161,1.159424,-2.14876,3.675609,-0.02884,-3.17392,-3.05186,0.821951,0.174006,0.304560,1.249733,0.00001,0.00040,0.00521,0.02970
0.46401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.15399,1.104179,1.159087,-2.17205,3.683131,-0.03966,-3.12898,-3.03177,0.818077,0.143552,0.275242,1.255270,0.00001,0.00038,0.00513,0.02786
0.47512,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.19577,1.094777,1.158645,-2.19235,3.687655,-0.04980,-3.07876,-3.00677,0.814218,0.113555,0.246139,1.260781,0.00001,0.00037,0.00510,0.02631
0.48623,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.23759,1.084974,1.158104,-2.20967,3.689235,-0.05925,-3.02351,-2.97702,0.810378,0.084065,0.217298,1.266266,0.00001,0.00037,0.00499,0.02468
0.49858,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.28404,1.073638,1.157398,-2.22550,3.687628,-0.06882,-2.95652,-2.93864,0.806129,0.051946,0.185610,1.272330,0.00001,0.00036,0.00484,0.02314
0.51092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.33044,1.061861,1.156590,-2.23776,3.682544,-0.07750,-2.88392,-2.89483,0.801898,0.020573,0.154360,1.278362,0.00001,0.00036,0.00481,0.02169
0.52327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.37673,1.049669,1.155689,-2.24652,3.674078,-0.08546,-2.80606,-2.84585,0.797687,-0.00999,0.123603,1.284363,0.00001,0.00036,0.00467,0.02005
0.53561,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.42286,1.037093,1.154703,-2.25184,3.662327,-0.09262,-2.72327,-2.79192,0.793496,-0.03970,0.093394,1.290332,0.00001,0.00036,0.00453,0.01852
0.54933,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.47388,1.022706,1.153520,-2.25384,3.645567,-0.09975,-2.62594,-2.72655,0.788860,-0.07165,0.060531,1.296927,0.00002,0.00037,0.00440,0.01687
0.56305,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.52458,1.007920,1.152254,-2.25179,3.625033,-0.10592,-2.52341,-2.65574,0.784245,-0.10241,0.028474,1.303484,0.00002,0.00038,0.00428,0.01525
0.57677,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.57491,0.992777,1.150915,-2.24582,3.600881,-0.11143,-2.41617,-2.57984,0.779654,-0.13192,-0.00271,1.310002,0.00002,0.00040,0.00409,0.01429
0.59201,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.63033,0.975585,1.149354,-2.23477,3.570027,-0.11676,-2.29208,-2.48999,0.774575,-0.16319,-0.03628,1.317200,0.00002,0.00043,0.00400,0.01292
0.60725,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.68515,0.958058,1.147724,-2.21920,3.535143,-0.12121,-2.16339,-2.39478,0.769524,-0.19279,-0.06863,1.324352,0.00002,0.00046,0.00378,0.01150
0.62418,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.74526,0.938261,1.145848,-2.19688,3.491976,-0.12535,-2.01582,-2.28333,0.763940,-0.22366,-0.10307,1.332243,0.00003,0.00051,0.00354,0.01039
0.64112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.80447,0.918196,1.143914,-2.16948,3.444470,-0.12879,-1.86423,-2.16654,0.758386,-0.25234,-0.13583,1.340077,0.00003,0.00056,0.00336,0.00939
0.65994,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.86909,0.895681,1.141709,-2.13348,3.387046,-0.13187,-1.69217,-2.03134,0.752251,-0.28157,-0.17020,1.348714,0.00004,0.00064,0.00310,0.00842
0.67875,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.93240,0.873029,1.139457,-2.09198,3.325176,-0.13425,-1.51735,-1.89127,0.746152,-0.30797,-0.20233,1.357282,0.00005,0.00076,0.00286,0.00755
0.69757,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.99430,0.850338,1.137169,-2.04537,3.259353,-0.13612,-1.34092,-1.74724,0.740091,-0.33149,-0.23214,1.365780,0.00006,0.00087,0.00262,0.00692
0.71848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.06135,0.825196,1.134594,-1.98816,3.182206,-0.13768,-1.14430,-1.58364,0.733399,-0.35426,-0.26250,1.375141,0.00009,0.00109,0.00240,0.00648
0.73938,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.12649,0.800248,1.131992,-1.92577,3.101462,-0.13898,-0.94845,-1.41739,0.726753,-0.37346,-0.28986,1.384417,0.00012,0.00137,0.00220,0.00616
0.76261,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.19658,0.772897,1.129075,-1.85112,3.008368,-0.14011,-0.73336,-1.23097,0.719424,-0.39067,-0.31674,1.394626,0.00020,0.00178,0.00197,0.00590
0.78584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.26416,0.746081,1.126136,-1.77161,2.912566,-0.14118,-0.52262,-1.04416,0.712156,-0.40357,-0.33985,1.404732,0.00032,0.00230,0.00179,0.00603
0.80675,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.32280,0.722524,1.123470,-1.69656,2.824756,-0.14225,-0.33804,-0.87690,0.705670,-0.41157,-0.35743,1.413739,0.00052,0.00299,0.00165,0.00629
0.82557,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.37379,0.701870,1.121053,-1.62670,2.744991,-0.14336,-0.17699,-0.72791,0.699876,-0.41592,-0.37065,1.421775,0.00082,0.00372,0.00156,0.00662
0.84439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.42310,0.681797,1.118615,-1.55511,2.664999,-0.14477,-0.02146,-0.58106,0.694126,-0.41767,-0.38145,1.429745,0.00127,0.00481,0.00149,0.00718
0.86132,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.46605,0.664276,1.116397,-1.48952,2.593166,-0.14642,0.113240,-0.45126,0.688989,-0.41710,-0.38913,1.436861,0.00193,0.00607,0.00144,0.00789
0.87826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.50766,0.647305,1.114152,-1.42318,2.521796,-0.14853,0.242552,-0.32411,0.683888,-0.41458,-0.39491,1.443925,0.00297,0.00761,0.00142,0.00880
0.89519,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.54795,0.630914,1.111871,-1.35635,2.451175,-0.15108,0.366136,-0.19998,0.678824,-0.41019,-0.39885,1.450937,0.00457,0.00946,0.00141,0.00995
0.91043,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.58309,0.616685,1.109781,-1.29603,2.388487,-0.15400,0.472225,-0.09117,0.674299,-0.40471,-0.40084,1.457202,0.00658,0.01176,0.00142,0.01126
0.92567,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.61720,0.602963,1.107647,-1.23576,2.326818,-0.15763,0.573317,0.014690,0.669805,-0.39784,-0.40141,1.463426,0.00953,0.01439,0.00141,0.01264
0.94092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.65031,0.589764,1.105458,-1.17572,2.266346,-0.16203,0.669343,0.117435,0.665342,-0.38967,-0.40060,1.469609,0.01339,0.01761,0.00144,0.01450
0.95616,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.68244,0.577097,1.103204,-1.11611,2.207241,-0.16743,0.760304,0.216899,0.660911,-0.38025,-0.39844,1.475750,0.01893,0.02169,0.00147,0.01663
0.97309,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.71702,0.563653,1.100603,-1.05059,2.143356,-0.17476,0.855524,0.323394,0.656024,-0.36840,-0.39453,1.482526,0.02631,0.02707,0.00151,0.01962
0.99003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.75048,0.550883,1.097880,-0.98606,2.081562,-0.18371,0.944680,0.425593,0.651176,-0.35519,-0.38909,1.489252,0.03725,0.03374,0.00158,0.02281
1.00884,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.78639,0.537481,1.094679,-0.91577,2.015571,-0.19595,1.037081,0.534019,0.645835,-0.33901,-0.38131,1.496667,0.05360,0.04318,0.00162,0.02688
1.02766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.82102,0.524912,1.091251,-0.84727,1.952641,-0.21071,1.122875,0.636990,0.640544,-0.32135,-0.37180,1.504022,0.07299,0.05397,0.00170,0.03166
1.04460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.85115,0.514307,1.087933,-0.78740,1.898828,-0.22684,1.195121,0.724935,0.635824,-0.30425,-0.36181,1.510589,0.09359,0.06590,0.00178,0.03647
1.06341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.88356,0.503288,1.083937,-0.72306,1.842333,-0.24784,1.270447,0.817608,0.630624,-0.28402,-0.34923,1.517830,0.12315,0.08243,0.00183,0.04288
1.08223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.91491,0.493058,1.079559,-0.66127,1.789520,-0.27216,1.340842,0.905369,0.625472,-0.26256,-0.33516,1.525012,0.15649,0.10132,0.00190,0.04897
1.10105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.94527,0.483592,1.074736,-0.60229,1.740574,-0.30091,1.406914,0.988056,0.620369,-0.23994,-0.31967,1.532135,0.19223,0.12158,0.00201,0.05510
1.11986,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-1.97473,0.474858,1.069401,-0.54632,1.695671,-0.33331,1.469357,1.065601,0.615312,-0.21621,-0.30285,1.539200,0.23388,0.14523,0.00207,0.06368
1.13868,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.00338,0.466819,1.063483,-0.49357,1.654974,-0.37004,1.528919,1.138500,0.610301,-0.19143,-0.28477,1.546207,0.27551,0.17050,0.00214,0.07056
1.15562,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.02853,0.460148,1.057597,-0.44903,1.622095,-0.40659,1.579490,1.200277,0.605830,-0.16827,-0.26748,1.552465,0.31195,0.19452,0.00218,0.07811
1.17255,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.05315,0.453971,1.051131,-0.40738,1.592857,-0.44677,1.627155,1.258348,0.601396,-0.14434,-0.24929,1.558677,0.35253,0.21975,0.00220,0.08468
1.18779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-2.07491,0.448808,1.044769,-0.37250,1.569758,-0.48544,1.667283,1.307339,0.597435,-0.12218,-0.23218,1.564229,0.38838,0.24184,0.00221,0.08993
